n_estimators,test-mlogloss-mean,test-mlogloss-std,train-mlogloss-mean,train-mlogloss-std
0,1.03931166667,0.000444418221449,1.03842766667,0.000287474443309
1,0.988635333333,0.000501737204343,0.986805666667,0.000296733700292
2,0.945492666667,0.000867737415479,0.942663666667,0.000733194077687
3,0.908741666667,0.00121571003487,0.905115666667,0.0004549537217
4,0.876561333333,0.00104386280495,0.872135,0.00038252930171
5,0.848173,0.00102250509371,0.842974,0.000337088514587
6,0.823849666667,0.00114228902745,0.817691,2.59358182186e-05
7,0.802197666667,0.00108692726936,0.795326,0.000311258734817
8,0.78311,0.0012310908442,0.775405333333,0.000211943912916
9,0.766485,0.00110638992524,0.757945333333,0.000524901472236
10,0.751283,0.00139044093726,0.742038666667,0.000661912548772
11,0.737882,0.00137555879554,0.727838666667,0.000856654863732
12,0.725827,0.00148681023223,0.715127,0.000980216642721
13,0.715279,0.00152816055003,0.703859333333,0.00106509008487
14,0.705643666667,0.00168408260552,0.693409666667,0.000966361676025
15,0.696891333333,0.00151265469365,0.684039333333,0.00105823038869
16,0.688850666667,0.00142010476922,0.675294,0.00139376636014
17,0.681868666667,0.00158407919275,0.667668666667,0.00118105752988
18,0.675623666667,0.00153615761633,0.660750333333,0.00140044976902
19,0.669888333333,0.00143230591084,0.65432,0.00144711367902
20,0.664764,0.00128477858015,0.648522333333,0.00155621813667
21,0.660185,0.00133096456251,0.64323,0.00151163752269
22,0.655994333333,0.00122000555554,0.638343333333,0.00171728668415
23,0.652102333333,0.00116486460825,0.633761666667,0.00163553708474
24,0.64843,0.00103675744511,0.629383,0.00184203311588
25,0.645315666667,0.00113332235289,0.62554,0.00168820397662
26,0.642175666667,0.00136698752331,0.621791333333,0.00167516493384
27,0.639141666667,0.00140323538851,0.618056,0.00149688142483
28,0.636566,0.00149198949952,0.614964666667,0.00158908806832
29,0.634071333333,0.00160768867909,0.611789666667,0.00143369111814
30,0.631932666667,0.00160260128818,0.609040333333,0.00150867498893
31,0.630102666667,0.00158784976899,0.606609,0.00161636402666
32,0.628186333333,0.00144860423243,0.604117666667,0.00168959488899
33,0.626402,0.00150916489048,0.601736666667,0.00160047749819
34,0.624800333333,0.00148304469102,0.599598333333,0.00170981798901
35,0.623142,0.00155455545629,0.597364333333,0.00140173828592
36,0.621675333333,0.00142951398112,0.595440666667,0.00138358768746
37,0.620355,0.00130915647142,0.593404333333,0.00143481760358
38,0.618980666667,0.00130891541192,0.591514333333,0.00131070879892
39,0.617671333333,0.00132037629317,0.589584333333,0.00128870124113
40,0.616341666667,0.0013102010872,0.587703666667,0.00114526629606
41,0.615205,0.00131723219922,0.586027333333,0.00120562800602
42,0.614009,0.00127814892194,0.584238333333,0.00116422344171
43,0.612908333333,0.00137879955839,0.582560333333,0.000946694365792
44,0.611915666667,0.00136472129837,0.581087,0.000940665012992
45,0.610997,0.00134246638692,0.579612333333,0.00108249167305
46,0.610114,0.00138288490724,0.578259,0.00098008060893
47,0.609308,0.00142696904895,0.577038,0.000898619311314
48,0.608394,0.00146032393667,0.575650333333,0.000859358029125
49,0.607451666667,0.00151792058056,0.574161666667,0.00100331461777
50,0.606719,0.00152385497998,0.572877333333,0.00118002721249
51,0.605876666667,0.00141888814061,0.571472,0.00122504231219
52,0.605145666667,0.00128712427096,0.570305666667,0.00136915578206
53,0.604371666667,0.00138623238392,0.568957,0.00122473099087
54,0.603827333333,0.00138684686329,0.567908,0.00127875173509
55,0.603179666667,0.00151245260715,0.566697333333,0.00136664317053
56,0.602792333333,0.00146400030358,0.565769333333,0.00131899086005
57,0.602268333333,0.00150882301444,0.564505,0.00129918666865
58,0.601656666667,0.00156434231832,0.563364333333,0.00128338675213
59,0.601084333333,0.00153075457065,0.562359666667,0.00143658630866
60,0.600483333333,0.0016219579389,0.561250666667,0.00133370669772
61,0.599886,0.00147907426002,0.560145666667,0.00135835349678
62,0.599405666667,0.00149173955129,0.559099,0.00139801740571
63,0.598876333333,0.00157913907628,0.558014,0.00124937984616
64,0.59832,0.00155752774186,0.557058666667,0.00126752628726
65,0.597873,0.00161539406957,0.556125333333,0.00118628392704
66,0.597545,0.00162343524663,0.555269,0.00114326666472
67,0.597096,0.00166871227798,0.554537,0.00102718644851
68,0.596697666667,0.00168105766971,0.553524,0.000994426803071
69,0.596235,0.00169673647532,0.552568333333,0.000946176281438
70,0.595881666667,0.00170481696639,0.551741666667,0.00106968853203
71,0.595418666667,0.00157121446305,0.550756666667,0.00118187685014
72,0.594949333333,0.00160148042622,0.549836666667,0.00110722786975
73,0.594609666667,0.00167043753417,0.549070666667,0.000918210336591
74,0.594233666667,0.00162552972562,0.548253666667,0.00111649162807
75,0.593888,0.00161534392623,0.547465,0.0011584647887
76,0.593575666667,0.00159037822196,0.546612333333,0.00114022171333
77,0.59322,0.00148713751886,0.545928333333,0.0012791623127
78,0.592906666667,0.0014566565217,0.545072333333,0.00140821644485
79,0.592620666667,0.00135610479765,0.544378666667,0.00140804766333
80,0.592312666667,0.00135572891423,0.543649,0.00142451839815
81,0.591927333333,0.00142242148778,0.542822666667,0.00126307094901
82,0.591643333333,0.00143618019606,0.541978333333,0.00115674898842
83,0.591235333333,0.00136132345736,0.541099333333,0.00116011273399
84,0.590978333333,0.00143914241439,0.540351666667,0.000983350169347
85,0.590674333333,0.00140543856342,0.539624666667,0.00112908970217
86,0.590396333333,0.0013706918772,0.538794333333,0.00113943914079
87,0.590122666667,0.00131383670556,0.538050333333,0.00110968654233
88,0.589948,0.00138586026232,0.537478333333,0.00106858483779
89,0.589748666667,0.00139581525361,0.536815,0.00104076029901
90,0.589649,0.00142002276977,0.536229666667,0.00104727148131
91,0.589503333333,0.0014117866537,0.535529333333,0.000899103380535
92,0.589200333333,0.0014535605327,0.534801666667,0.000929710468671
93,0.588941,0.00137004549803,0.534223666667,0.00094700733307
94,0.588818666667,0.00136985944129,0.533518666667,0.000887504866966
95,0.588644666667,0.00139436158231,0.532889666667,0.000774521501029
96,0.588307666667,0.00151304821103,0.532116666667,0.000738182151565
97,0.588044,0.00151635440009,0.531397,0.000635784554704
98,0.587819666667,0.0015467560319,0.530706333333,0.000657758989972
99,0.587586666667,0.00156693274336,0.530036,0.000636035114335
100,0.58741,0.00158394465392,0.529407333333,0.000663413562987
101,0.587280333333,0.00157577585829,0.528892666667,0.000692129242908
102,0.587137333333,0.00159942621656,0.528269333333,0.000628716328897
103,0.586954,0.00156501267301,0.527633,0.00076423425728
104,0.586777666667,0.00162893837275,0.527054,0.000642389290073
105,0.586572333333,0.00168774925731,0.526501333333,0.000665046030153
106,0.586387333333,0.00173712335646,0.526015666667,0.00062140182026
107,0.586215333333,0.00168291361104,0.525436666667,0.000662115968359
108,0.585983333333,0.00164525202392,0.524844333333,0.000698295703043
109,0.585824,0.0016070652341,0.524233,0.000656027946559
110,0.58566,0.00167257306766,0.523595666667,0.000558981414917
111,0.585455333333,0.00167960101082,0.522977666667,0.000484403642522
112,0.585351333333,0.00166248936505,0.522415666667,0.000402104740363
113,0.585143,0.00176190484041,0.521767666667,0.000407026889639
114,0.585025,0.00177412306976,0.521191,0.000362543790458
115,0.584844666667,0.00173637483153,0.520608,0.0003662048607
116,0.584692666667,0.00169064274431,0.520032,0.000443378694421
117,0.584563,0.00163895230762,0.519578,0.000403653316597
118,0.584455,0.00158680454583,0.518907333333,0.000311274084298
119,0.584296333333,0.00155215341453,0.518239666667,0.000455228392007
120,0.584112,0.00157144540684,0.517634666667,0.000477711442423
121,0.583985,0.00156651013402,0.517117666667,0.000457114379073
122,0.583807,0.0014830403456,0.516558666667,0.0005565347149
123,0.583704333333,0.00150364719562,0.516083,0.000505508325022
124,0.583524333333,0.00144550114339,0.515546333333,0.000578569692335
125,0.583462666667,0.00145212403817,0.514950333333,0.000580945398085
126,0.583404333333,0.00147963831917,0.514469,0.000644459980656
127,0.583350666667,0.00144112556319,0.513928333333,0.000718978132877
128,0.583212666667,0.00140697058328,0.513368666667,0.000739982131916
129,0.583110333333,0.00142748224352,0.512869666667,0.000746006851324
130,0.583055666667,0.00140884594221,0.512637333333,0.000766473019022
131,0.582966666667,0.00141153682992,0.512082666667,0.000785873752937
132,0.582898666667,0.00144085075177,0.511571,0.0006661206097
133,0.582754666667,0.00151639316215,0.511049666667,0.0005255513507
134,0.582634,0.0015332986228,0.510399333333,0.000524840504873
135,0.582537666667,0.0015408623848,0.509761,0.000586715149512
136,0.582452666667,0.00158540454003,0.509294,0.000507549012412
137,0.582344333333,0.00154868252252,0.508903333333,0.000550078984228
138,0.582286333333,0.00157234481658,0.508415333333,0.000605213644555
139,0.582124666667,0.00160265619797,0.507924333333,0.000539956376839
140,0.582006666667,0.0016499018826,0.507417333333,0.000460846564005
141,0.581922333333,0.00160970480386,0.506909,0.000553545541637
142,0.581830666667,0.00160606482504,0.506449333333,0.000607321075617
143,0.581711,0.00159969017834,0.505933333333,0.000685881104047
144,0.581614,0.00157650013215,0.505394666667,0.000760535922155
145,0.581572666667,0.00158996149499,0.504980333333,0.000720257515677
146,0.581504333333,0.00158453869908,0.504581,0.000763007645222
147,0.581392,0.0015134340642,0.504118,0.000748163529361
148,0.581324333333,0.0015207327912,0.503686,0.000640685570307
149,0.581261,0.00150045348701,0.503170333333,0.000584762249884
150,0.581138,0.00149899588614,0.502599333333,0.000695812873951
151,0.580950333333,0.00144000401234,0.502191333333,0.000765938349709
152,0.580866666667,0.00147644038898,0.501684666667,0.000831968081653
153,0.580758333333,0.00150746903414,0.501306,0.000832453402099
154,0.580653,0.00149813906787,0.500879666667,0.000813611837563
155,0.580684666667,0.0015368874028,0.500568,0.000748184914755
156,0.580577333333,0.00144835868793,0.500019666667,0.000855229533842
157,0.580462,0.00150387787625,0.499462666667,0.000723067693158
158,0.580358333333,0.00153389294136,0.498983,0.000785730657838
159,0.580412333333,0.00149142534361,0.498417,0.000757265255156
160,0.580345666667,0.00155251652344,0.497966333333,0.00072315066818
161,0.580163333333,0.00162264420691,0.497490333333,0.000751273289526
162,0.580112333333,0.00159159654296,0.497038666667,0.000802681478269
163,0.580029666667,0.00164343833336,0.496575333333,0.00071100414126
164,0.579885333333,0.00157808857659,0.496045666667,0.00072737442597
165,0.579855333333,0.0016238309299,0.495641,0.000733917343212
166,0.579756,0.00168290839521,0.495158,0.000769359473848
167,0.579698333333,0.00169134469842,0.494696333333,0.000797243724062
168,0.579625666667,0.00171242991746,0.494214333333,0.000763868371442
169,0.579537,0.00168740412073,0.493808333333,0.000745915246898
170,0.579488333333,0.00170736099158,0.493354333333,0.000637816239646
171,0.579480666667,0.00174238808026,0.492972333333,0.000694915022783
172,0.579320666667,0.00177824264061,0.492410666667,0.000774025121614
173,0.579220333333,0.00180996764858,0.491874333333,0.000847445704587
174,0.579142,0.0018341386716,0.491445,0.000816907583512
175,0.579158333333,0.00179425942631,0.491124333333,0.000826221250971
176,0.579118333333,0.00177799518809,0.490706,0.000804587264793
177,0.579050666667,0.00171956376897,0.490213666667,0.000940158260909
178,0.578953333333,0.00163768868294,0.489724333333,0.000985237816751
179,0.578905333333,0.00163400129199,0.489185333333,0.000950242892926
180,0.578866,0.00160215916812,0.488702,0.000762688665184
181,0.578792333333,0.00163016693078,0.488247666667,0.000746822751543
182,0.578773333333,0.00162478908033,0.487824666667,0.000822773493874
183,0.578735333333,0.00166869236896,0.487426333333,0.000817373979413
184,0.578710333333,0.00165929027666,0.487084,0.000845710352307
185,0.578688666667,0.00166223550945,0.486739,0.000803704340331
186,0.578619666667,0.00166343306314,0.486393333333,0.00078937204297
187,0.578569333333,0.00168356810244,0.485948666667,0.000819683001057
188,0.578542,0.00170533984883,0.485419666667,0.000868955439338
189,0.578538,0.0017183726798,0.485013333333,0.000907921558041
190,0.57848,0.00169105351778,0.48463,0.000844883818443
191,0.578429333333,0.00171833258972,0.484258333333,0.000850106790677
192,0.578329,0.00174311235056,0.483754333333,0.000862350405707
193,0.578299333333,0.0017202963569,0.483291,0.000786306555995
194,0.578276,0.00172589860652,0.482911,0.000688319693166
195,0.578277333333,0.00165893868348,0.482599666667,0.000695956575912
196,0.578202,0.00165363619538,0.482196333333,0.000689976006024
197,0.578193,0.00166516325526,0.481881333333,0.000696154357085
198,0.578207333333,0.00162053516538,0.481500666667,0.000634978389834
199,0.578106333333,0.00160590625159,0.481063666667,0.000577959821748
200,0.578093666667,0.00160541216584,0.480594333333,0.000632784499038
201,0.578026,0.00156968022221,0.480123,0.000662886113899
202,0.577944333333,0.00157457599231,0.479774,0.000739816193389
203,0.577876333333,0.00158685860184,0.479369666667,0.000693136510525
204,0.577772666667,0.00163458543844,0.479019333333,0.000660679111891
205,0.577763666667,0.00163974801587,0.478607,0.000663383750178
206,0.577702666667,0.00164586599968,0.478181666667,0.000646168364713
207,0.577687,0.00163748119582,0.477819333333,0.000692549075678
208,0.577652666667,0.00155094580463,0.477376666667,0.000682164365987
209,0.577605,0.00147781798609,0.476895666667,0.000580747985121
210,0.577600666667,0.00145367037376,0.476583333333,0.000532353474885
211,0.577617333333,0.00138747068037,0.476222,0.00045403744339
212,0.577632,0.00137933776381,0.475844666667,0.000502783143004
213,0.577709333333,0.00137633749091,0.475393666667,0.000546392004171
214,0.577651333333,0.00135544760955,0.475042666667,0.00055866408114
215,0.577655,0.00127622124519,0.474721333333,0.000614231407714
216,0.577682333333,0.00131194418919,0.474261,0.00056949860989
217,0.577723333333,0.00130688569593,0.47394,0.00051437405326
218,0.577679666667,0.00130569428105,0.473555666667,0.000560901853169
219,0.577621333333,0.00130744084209,0.473174,0.00055706432902
220,0.577573,0.00131350244258,0.472680666667,0.000486595200232
221,0.577546333333,0.00125614710745,0.472323666667,0.000480252942613
222,0.57758,0.00124365375675,0.472042,0.000429698343803
223,0.577583666667,0.00122592613517,0.471639,0.000404060226534
224,0.577528666667,0.00117079298863,0.471117666667,0.000351676303186
225,0.577484,0.00115479377668,0.470732,0.000355277356441
226,0.577409333333,0.00112988534325,0.470265666667,0.000311942658548
227,0.577401,0.0011208053652,0.469898666667,0.000406116841425
228,0.577345666667,0.00115820963368,0.469457666667,0.000362031613107
229,0.577327,0.00115725738998,0.469071666667,0.000347675455306
230,0.577237666667,0.00110758486005,0.468649666667,0.000352746682794
231,0.577227666667,0.00110726700584,0.468238,0.000406670218564
232,0.577237333333,0.00110942427512,0.467786666667,0.000400963284548
233,0.577203666667,0.00109501790954,0.467411,0.000413149690387
234,0.577247333333,0.00108888638322,0.467102,0.000378935350687
235,0.577244666667,0.0010510002643,0.466734333333,0.000356972765846
236,0.577215333333,0.00101025981257,0.466377,0.000424195709549
237,0.577181666667,0.00106107565968,0.465989666667,0.000365448886835
238,0.577179333333,0.00104486596695,0.465603333333,0.000379674714577
239,0.577175333333,0.00107679782483,0.465181333333,0.000279869413993
240,0.577136,0.00108028422186,0.464777666667,0.000246712157967
241,0.577103333333,0.00108686347911,0.464425333333,0.000184646208253
242,0.577052,0.00107578281575,0.463970666667,0.000204994850884
243,0.576983666667,0.00110895035456,0.463583,0.000232836136943
244,0.576972333333,0.00120247420855,0.463150333333,0.000283325882255
245,0.576888333333,0.00120425975419,0.462798,0.000324796346449
